173.50	167.49
174.00	167.59
174.50	167.7
175.00	167.81
175.50	167.93
176.00	168.05
176.50	168.18
177.00	168.31
177.50	168.45
178.00	168.59
178.50	168.75
179.00	168.9
179.50	169.07
180.00	169.24
180.50	169.41
181.00	169.6
181.50	169.78
182.00	169.98
182.50	170.18
183.00	170.38
183.50	170.59
184.00	170.81
184.50	171.03
185.00	171.25
185.50	171.47
186.00	171.7
186.50	171.93
187.00	172.16
187.50	172.39
188.00	172.62
188.50	172.86
189.00	173.09
189.50	173.32
190.00	173.56
190.50	173.79
191.00	174.02
191.50	174.26
192.00	174.49
192.50	174.72
193.00	174.94
193.50	175.17
194.00	175.39
194.50	175.62
195.00	175.84
195.50	176.06
196.00	176.28
196.50	176.5
197.00	176.73
197.50	176.95
198.00	177.18
198.50	177.4
199.00	177.63
199.50	177.86
