295.00	242.28
295.50	242.28
296.00	242.27
296.50	242.24
297.00	242.2
297.50	242.14
298.00	242.07
298.50	241.98
299.00	241.89
299.50	241.78
300.00	241.66
300.50	241.52
301.00	241.37
301.50	241.2
302.00	241.01
302.50	240.81
303.00	240.59
303.50	240.35
304.00	240.1
304.50	239.82
305.00	239.53
305.50	239.22
306.00	238.89
306.50	238.54
307.00	238.17
307.50	237.78
308.00	237.37
308.50	236.95
309.00	236.5
309.50	236.04
310.00	235.55
310.50	235.05
311.00	234.53
311.50	234
312.00	233.44
312.50	232.87
313.00	232.29
313.50	231.69
314.00	231.07
314.50	230.45
315.00	229.8
315.50	229.15
316.00	228.48
316.50	227.8
317.00	227.11
317.50	226.41
318.00	225.7
318.50	224.98
319.00	224.25
319.50	223.51
320.00	222.77
320.50	222.01
321.00	221.25
321.50	220.48
322.00	219.71
322.50	218.93
323.00	218.15
323.50	217.36
324.00	216.57
324.50	215.77
325.00	214.97
325.50	214.16
326.00	213.35
326.50	212.54
327.00	211.73
327.50	210.91
328.00	210.1
328.50	209.28
329.00	208.46
329.50	207.64
330.00	206.82
330.50	205.99
331.00	205.17
331.50	204.35
332.00	203.52
332.50	202.7
333.00	201.88
333.50	201.06
334.00	200.23
334.50	199.41
335.00	198.59
335.50	197.78
336.00	196.96
336.50	196.14
337.00	195.33
337.50	194.51
338.00	193.7
338.50	192.89
339.00	192.08
339.50	191.28
340.00	190.48
340.50	189.67
341.00	188.87
341.50	188.08
342.00	187.28
342.50	186.49
343.00	185.7
343.50	184.91
344.00	184.13
344.50	183.35
345.00	182.57
345.50	181.79
346.00	181.02
346.50	180.24
347.00	179.48
347.50	178.71
348.00	177.95
348.50	177.19
349.00	176.43
349.50	175.68
350.00	174.93
350.50	174.18
351.00	173.43
351.50	172.69
352.00	171.96
352.50	171.22
353.00	170.49
353.50	169.76
354.00	169.03
354.50	168.31
355.00	167.59
355.50	166.87
356.00	166.16
356.50	165.45
357.00	164.74
357.50	164.04
358.00	163.34
358.50	162.64
359.00	161.95
359.50	161.26
360.00	160.57
360.50	159.89
361.00	159.2
361.50	158.53
362.00	157.85
362.50	157.18
363.00	156.51
363.50	155.84
364.00	155.18
364.50	154.52
365.00	153.87
365.50	153.21
366.00	152.56
366.50	151.92
367.00	151.27
367.50	150.63
368.00	150
368.50	149.36
369.00	148.73
369.50	148.1
370.00	147.48
370.50	146.86
371.00	146.24
371.50	145.62
372.00	145.01
372.50	144.4
373.00	143.79
