204.00	180.23
204.50	180.55
205.00	180.89
205.50	181.25
206.00	181.62
206.50	182.01
207.00	182.42
207.50	182.86
208.00	183.32
208.50	183.79
209.00	184.28
209.50	184.8
210.00	185.32
210.50	185.87
211.00	186.43
211.50	187
212.00	187.58
212.50	188.18
213.00	188.78
213.50	189.4
214.00	190.02
214.50	190.64
215.00	191.26
215.50	191.89
216.00	192.51
216.50	193.14
217.00	193.76
217.50	194.37
218.00	194.99
218.50	195.6
219.00	196.2
219.50	196.8
220.00	197.39
220.50	197.97
221.00	198.55
221.50	199.12
222.00	199.69
222.50	200.25
223.00	200.79
223.50	201.34
224.00	201.87
224.50	202.4
225.00	202.92
225.50	203.43
226.00	203.93
226.50	204.42
227.00	204.89
227.50	205.36
228.00	205.81
228.50	206.25
229.00	206.68
229.50	207.1
230.00	207.51
