234.50	210.91
235.00	211.26
235.50	211.61
236.00	211.95
236.50	212.3
237.00	212.64
237.50	212.97
238.00	213.3
238.50	213.63
239.00	213.96
239.50	214.3
240.00	214.63
240.50	214.97
241.00	215.31
241.50	215.65
242.00	216
242.50	216.35
243.00	216.7
243.50	217.05
244.00	217.41
244.50	217.76
245.00	218.12
245.50	218.48
246.00	218.85
246.50	219.21
247.00	219.57
247.50	219.93
248.00	220.29
248.50	220.65
249.00	221.01
249.50	221.37
250.00	221.73
250.50	222.08
251.00	222.44
251.50	222.79
252.00	223.14
252.50	223.48
253.00	223.83
253.50	224.17
254.00	224.51
254.50	224.85
255.00	225.18
255.50	225.51
256.00	225.84
256.50	226.16
257.00	226.49
257.50	226.8
258.00	227.12
258.50	227.43
259.00	227.74
259.50	228.05
260.00	228.35
260.50	228.65
261.00	228.95
261.50	229.24
262.00	229.53
262.50	229.82
263.00	230.11
263.50	230.39
264.00	230.67
264.50	230.94
265.00	231.22
265.50	231.49
266.00	231.75
266.50	232.02
267.00	232.28
267.50	232.53
268.00	232.79
268.50	233.04
269.00	233.29
269.50	233.54
270.00	233.78
270.50	234.02
271.00	234.26
271.50	234.5
272.00	234.73
272.50	234.96
273.00	235.19
273.50	235.41
274.00	235.64
274.50	235.86
275.00	236.08
275.50	236.29
276.00	236.5
276.50	236.71
277.00	236.92
277.50	237.13
278.00	237.33
278.50	237.53
279.00	237.73
279.50	237.93
280.00	238.12
280.50	238.32
281.00	238.51
281.50	238.69
282.00	238.88
282.50	239.06
283.00	239.24
283.50	239.42
284.00	239.6
284.50	239.78
285.00	239.95
285.50	240.12
286.00	240.29
286.50	240.46
287.00	240.62
287.50	240.78
288.00	240.94
288.50	241.09
289.00	241.23
289.50	241.37
290.00	241.5
290.50	241.63
291.00	241.75
